,Model,Overall_rating,Date,Review,Style,Comfort,Fuel_Economy,Performance,Value_for_Money
76,2004 Suzuki Baleno JXL,4," Oct 15, 2022","
i kept this car for about 3 years , initially i spent about 80 K( mostly on gear box , suspension and shocks) on it , after that i didnt pay a peny on repair. you can get big car comfort in less money. local fuel average was 12-13km / litre and on long it gives 15 Km/ l. Ac performance was also very good.
",4,4,4,4,5
77,2014 Suzuki Wagon R FX Limited,3," Oct 09, 2022","

My father has had this car for 4 years nowi started driving it 3 years ago we have put around 50k kms  on it Exterior style wise its an ok car  its pretty beautiful from the front but from side and back its just OK Interior styling is in my opinion one of the best in 660cc cars and cars of this bodyshapeInterior is simplistic yet very beautifulFor comfort its really nice it also depends upon the quality of roads but i think this car is very nice in terms of comfort and noise cancellationFuel economy For long routes never use this car i went from attock to lahore in this at around 130-140 it was giving 8-10.5 kms/liter which is just horrible for long route but at 80-110 it was giving around 12-18 which is nicethe average inside city is phenomenal though one.of the best 660cc cars in terms of fuel average in cityPerformance is OK Pick is OK And its a pretty good value for money 
 

                More
                
 
                Less
                
 
",3,5,4,3,4
78,2019 Suzuki Alto VXR,3," Sep 22, 2022","

Value for money specially these days plus fuel efficent bcz of manual transmission quality is also quite good as comparitively to older mehran which is a basic car no safety features like airbags and many more and for the roads like karachi having too much traffic alto is a car that helps you to over go the traffic and lastly parts availability in the city like karachi where people come and hit your car and say sorry at the end plus theft issues so availability of parts are also a no issue and the rates are also fair. And also pakwheels auto store is very reliable for the parts of all the cars we can get all the parts easily especially for me for alto and others too.
 

                More
                
 
                Less
                
 
",3,3,5,3,4
79,2007 Suzuki Alto VXR,3," Sep 15, 2022","

I bought this a my first car  and soon converted it to Automatic . It had 660cc Japani Engine. I got two benefits after this replacement, it got double the Fuel Average than its Stock Engine and became Automatic Hatchback that is very easy to drive in rush areas. It has strong body strong body structure than new model Alto. Seats are comfortable. It is an ideal car for Long Drive, very comfortable  drive and journey on Motorways. AC is working good in this 660cc as well. Heater works. Further you can add more accessories in it and make it decorated to make its loo k so dashing. My car has fuel average in city is 13 to 15 and on long drive it goes to 17 to 20 KM/L.My car has DVR installed with reverse camera. It records all the drive journey  of front back back view that you can watch later. Further I am going to install Parking Sensors in it.PakWheels can invite me to see my car first and then decide to record Review.
 

                More
                
 
                Less
                
 
",3,4,4,4,4
80,2007 Suzuki Cultus VXR (CNG),2," Sep 11, 2022","
The exterior of the car not bad and interior is good as compare to mehran. fuel average is pathetic. it gives 6 to 7km/l in city and 12 to 13km/l on Highway. suspension and output is very good better than mehran in comfort. can be consider as family use car. ground clearance is very good. don't touch on speed breaker even with 5 persons.
",2,3,1,2,3
81,2019 Suzuki Alto VXR,3," Sep 09, 2022","
blind quality is not good exterior and interior is fully plastic and black hard to maintain complany fitted tyres are hard and noisy bad gip. engine is good performers . noisy on high rape.give 17-25 km/L easily .very best car for short travel .uncomfortable on long route but can reach 120 km/h easily . its maintance cost is 4-5000 
",3,3,5,4,3
82,2022 Suzuki Wagon R AGS,3," Sep 07, 2022","
Great buyBut no value of money as it have same old shape and interior designNo new features no abs brakesNo fuel avg shown on the meter.......................................................................................................................... 
",3,4,3,4,2
83,2007 Suzuki Liana RXi,4," Sep 02, 2022","

AOA!FIRST OF I WANNA SAY THAT NO CAR IS BAD JUST OUR MECHANICS MAJE IT BAD BECAUSE THESE CAR A LITTLE TRICKY TO WORK ON SO MOST OF MECHANICS AVOID TO WORK ON LIANA FAR MORE I'VE NOW LIANA RXI 2007 I'M USING IT FROM 4 MONTHS THOUGH WHEN I BOUGHT IT WAS 250K DRIVEN BUT BODY WAS IN EXTREME GD CONDITION BEFORE IT I WAS STILL HAVING LIANA YEAR BEFORE AND THAT ONLY GENUINE 38K DRVIEN INSANELY AMAZING SO BOTH CAR NEVER DISPOINT ME AC 100% CHILLED (EVEN MIRROR GOT FOG ON IT IN SUMMER MASHALLAH)ENGINE IS GD ADEQUATE POWER SUSPENSION UNBELIEVABLE SMOOTH AND NO NOISE ON BUMPS ETCSO POINT IS LIANA IS TOTALLY A BEST LUXURY CAR IN THIS BEST BUDGET WITH GREAT OPTIONS LIKEPOWER WINDOWS POWER MIRROR (IN EMINEMT)POWER STEERING SPACIOUS BODY IS RIGID(NO FEEL OF CHEAP MATERIAL)STILL A GOOD LOOKING CARSTABILITY AT EVEN 150+ IS LIKE CAR IS IN UR HAND.ETC.JUST U HAVE GD MECHANIC IF ANY ISSUE OCCUR WHO UNDERSTAND THIS CAR THANK U 
 

                More
                
 
                Less
                
 
",5,5,4,4,5
84,1988 Suzuki FX GA,3," Sep 02, 2022","
its goodcomfortable car for couplesits tough car in pindiii and Islamabad this modified so well like antique... i think fx is better than mehran what do u think about iti requested the pak wheels to review on pindi's owner fx ap is bary m kya kehty hain please batayei ga
",3,3,5,3,5
85,2022 Suzuki Swift GL Manual,4," Aug 24, 2022","
Alhamdulilla, owned a Swift GL variant, driven upto 700 km, very nice look, both interior and exterior are very good, its suspension is little bit hard, tyers noise is there,i was worried about its fuel economy but surprisingly its fuel average is 20 km/l at this time, may it remain constant or even better, Insha Allah,i personally recommend to have it, overall satisfied,
",5,4,5,5,5
86,2022 Suzuki Swift GLX CVT,3," Aug 22, 2022","
Exterior Is really worth it, but I'm really disappointed with the built quality of Pak Suzuki. Materials used are even worst than Alto or even 'Mehran' in areas of dashboard. Car is fragile, suspension is on a downside compared to city or Yaris. Less Spacious too. Car's road grip is very poor even after having traction control in it. But fuel average is very impressive.. Upto 16 in city and 20 plus on long journeys. Overall I don't think considering this as your new buy, either buy Yaris or city aspire.
",5,2,5,2,1
87,2014 Suzuki Wagon R FX,5," Aug 21, 2022","

The car is very beautiful from the outside and very comfortable from the inside.I think this car is made for city driving as it has good fuel average in the city.This car is quite comfortable inside.As we know the car is automatic so it is quite comfortable to drive.One never feels tired while driving this vehicle.According to the roads of Pakistan, its ground clearance is also sufficient.As we know this is a Japanese car so its handling is also quite good.This car also comes with ABS brakes.If we talk about its Maximum speed, it is 140kmph.It has been used in the car daily and has never caused me any problems but ease of use.Considering these reasons, I will also tell you that you also bought the same car.Thank you very much for taking time out of your precious time for me.Allah Hafiz.
 

                More
                
 
                Less
                
 
",5,5,5,5,5
88,2011 Suzuki Alto VXR,4," Aug 15, 2022","
The exterior is good even in the special edition version you get led lights and the comfort is also good and its an old value to money car. The price of the car is 7 lacks.      The car has plenty features like it has an led light feature in sport edition alto.             
",4,5,4,4,5
89,1993 Suzuki Margalla GL,4," Aug 09, 2022","
The car is very stylish from outside but a little bit rust on the body. It's interior is very spacious there is no ac . It has comfortable seats.its performance is very good.its a value for money car.my father bought this car in 2010 its a daily driven it maybe just stand for 1 hour in a day  and all the time it's driven.
",4,4,4,5,4
90,2022 Suzuki Alto VXL AGS,3," Aug 03, 2022","
Exterior Body material can't hard. If car is short long it's very good looking for this modle. Other wise all is well. After 1st August 2022 new prices is very expensive for all. Suzuki company is best and staff also  best company in Pakistan. Best Regardes
",4,5,3,3,1
91,2022 Suzuki Wagon R VXL,4," Aug 03, 2022","
exterior is ok but interior is better. Back seats are more comfortable. Rear suspension is hard compared to front suspension. powerful engine and fuel efficient. Back doors should also be power only front are. parts are expensive. Have alot of head room and leg room.
",4,4,4,5,5
